Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.7435897435897436,0.8103448275862069,0.5993589743589743,0.3333333333333333,0.8653846153846154,20,CN,Dementia,115,58,102,13,52,6
2,0.2913165266106443,0.4827586206896552,0.39775910364145656,0.2857142857142857,0.5098039215686274,20,CN,Dementia,115,58,103,12,51,7
3,0.7222222222222222,0.8421052631578947,0.6911764705882353,0.5,0.8823529411764706,20,CN,Dementia,116,57,103,13,51,6
