Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.5705128205128205,0.7586206896551724,0.49679487179487175,0.16666666666666666,0.8269230769230769,20,CN,Dementia,115,58,102,13,52,6
2,0.380952380952381,0.6724137931034483,0.44397759103641454,0.14285714285714285,0.7450980392156863,20,CN,Dementia,115,58,103,12,51,7
3,0.5686274509803921,0.631578947368421,0.5735294117647058,0.5,0.6470588235294118,20,CN,Dementia,116,57,103,13,51,6
