Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.7115384615384616,0.7931034482758621,0.5897435897435898,0.3333333333333333,0.8461538461538461,30,CN,Dementia,115,58,102,13,52,6
2,0.4201680672268907,0.6724137931034483,0.38235294117647056,0.0,0.7647058823529411,30,CN,Dementia,115,58,103,12,51,7
3,0.6078431372549019,0.8421052631578947,0.5441176470588235,0.16666666666666666,0.9215686274509803,30,CN,Dementia,116,57,103,13,51,6
