ROI,Feature,EffectSize,ROI_Name,Network
0,DFA,-0.26114626369678584,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent
0,HFD,0.4118176864834198,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent
0,Spectral_Slope,-0.4144848929168387,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent
1,DFA,-0.04692229529715514,Schaefer2018_17Networks_LH_VisCent_ExStr_2,VisCent
1,HFD,0.17936801173639969,Schaefer2018_17Networks_LH_VisCent_ExStr_2,VisCent
1,Spectral_Slope,0.016803496261596947,Schaefer2018_17Networks_LH_VisCent_ExStr_2,VisCent
2,DFA,0.20108028368311254,Schaefer2018_17Networks_LH_VisCent_ExStr_3,VisCent
2,HFD,0.0693207800255325,Schaefer2018_17Networks_LH_VisCent_ExStr_3,VisCent
2,Spectral_Slope,0.0939291480091639,Schaefer2018_17Networks_LH_VisCent_ExStr_3,VisCent
3,DFA,-0.08812491689643746,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent
3,HFD,0.1915938183097854,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent
3,Spectral_Slope,-0.06241273436112142,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent
4,DFA,-0.09291587900915524,Schaefer2018_17Networks_LH_VisCent_ExStr_5,VisCent
4,HFD,0.05902035340396472,Schaefer2018_17Networks_LH_VisCent_ExStr_5,VisCent
4,Spectral_Slope,0.07958247011074629,Schaefer2018_17Networks_LH_VisCent_ExStr_5,VisCent
5,DFA,-0.1433186782727161,Schaefer2018_17Networks_LH_VisCent_ExStr_6,VisCent
5,HFD,0.224343752451894,Schaefer2018_17Networks_LH_VisCent_ExStr_6,VisCent
5,Spectral_Slope,-0.131157599825753,Schaefer2018_17Networks_LH_VisCent_ExStr_6,VisCent
6,DFA,-0.03438139191883932,Schaefer2018_17Networks_LH_VisCent_Striate_1,VisCent
6,HFD,0.0421672335097199,Schaefer2018_17Networks_LH_VisCent_Striate_1,VisCent
6,Spectral_Slope,-0.008970573404883296,Schaefer2018_17Networks_LH_VisCent_Striate_1,VisCent
7,DFA,-0.007221540218833895,Schaefer2018_17Networks_LH_VisCent_ExStr_8,VisCent
7,HFD,-0.055785496864876896,Schaefer2018_17Networks_LH_VisCent_ExStr_8,VisCent
7,Spectral_Slope,0.1784461729991575,Schaefer2018_17Networks_LH_VisCent_ExStr_8,VisCent
8,DFA,-0.39958801424214324,Schaefer2018_17Networks_LH_VisCent_ExStr_9,VisCent
8,HFD,0.3292056704087007,Schaefer2018_17Networks_LH_VisCent_ExStr_9,VisCent
8,Spectral_Slope,-0.301956589615623,Schaefer2018_17Networks_LH_VisCent_ExStr_9,VisCent
9,DFA,0.18273267541724036,Schaefer2018_17Networks_LH_VisCent_ExStr_10,VisCent
9,HFD,-0.020184197714517047,Schaefer2018_17Networks_LH_VisCent_ExStr_10,VisCent
9,Spectral_Slope,0.17196626836566445,Schaefer2018_17Networks_LH_VisCent_ExStr_10,VisCent
10,DFA,-0.22612983831951494,Schaefer2018_17Networks_LH_VisCent_ExStr_11,VisCent
10,HFD,0.36250523689556946,Schaefer2018_17Networks_LH_VisCent_ExStr_11,VisCent
10,Spectral_Slope,-0.17108019623319914,Schaefer2018_17Networks_LH_VisCent_ExStr_11,VisCent
11,DFA,-0.09994103589807105,Schaefer2018_17Networks_LH_VisCent_ExStr_12,VisCent
11,HFD,0.2608735187564321,Schaefer2018_17Networks_LH_VisCent_ExStr_12,VisCent
11,Spectral_Slope,-0.1428059958807466,Schaefer2018_17Networks_LH_VisCent_ExStr_12,VisCent
12,DFA,0.12721749027435372,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_1,VisPeri
12,HFD,-0.2514426722908034,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_1,VisPeri
12,Spectral_Slope,-0.1875842491364613,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_1,VisPeri
13,DFA,-0.1119882306391759,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_2,VisPeri
13,HFD,0.029002875174612797,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_2,VisPeri
13,Spectral_Slope,-0.02688559990391842,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_2,VisPeri
14,DFA,-0.39350390547835223,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_3,VisPeri
14,HFD,0.5313670943657824,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_3,VisPeri
14,Spectral_Slope,-0.34887533692797484,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_3,VisPeri
15,DFA,-0.1846991467564021,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_4,VisPeri
15,HFD,0.1805462354854473,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_4,VisPeri
15,Spectral_Slope,-0.17375563682218065,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_4,VisPeri
16,DFA,-0.1374618448564108,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_5,VisPeri
16,HFD,0.039966002799658465,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_5,VisPeri
16,Spectral_Slope,-0.18805053469533015,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_5,VisPeri
17,DFA,-0.2318949245252399,Schaefer2018_17Networks_LH_VisPeri_StriCal_1,VisPeri
17,HFD,0.3775512727898634,Schaefer2018_17Networks_LH_VisPeri_StriCal_1,VisPeri
17,Spectral_Slope,-0.14699073377291944,Schaefer2018_17Networks_LH_VisPeri_StriCal_1,VisPeri
18,DFA,-0.21409197225832233,Schaefer2018_17Networks_LH_VisPeri_StriCal_2,VisPeri
18,HFD,0.3313093829060874,Schaefer2018_17Networks_LH_VisPeri_StriCal_2,VisPeri
18,Spectral_Slope,-0.38704900425389366,Schaefer2018_17Networks_LH_VisPeri_StriCal_2,VisPeri
19,DFA,-0.03489696337479828,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_8,VisPeri
19,HFD,-0.23368757450109698,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_8,VisPeri
19,Spectral_Slope,0.055034174278399205,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_8,VisPeri
20,DFA,-0.5297303364056113,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_9,VisPeri
20,HFD,0.3815794223550163,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_9,VisPeri
20,Spectral_Slope,-0.3692638308441013,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_9,VisPeri
21,DFA,0.021119274969964352,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_10,VisPeri
21,HFD,-0.2317933727982225,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_10,VisPeri
21,Spectral_Slope,0.06887137013347171,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_10,VisPeri
22,DFA,-0.04663031275666052,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_11,VisPeri
22,HFD,0.21330975803121352,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_11,VisPeri
22,Spectral_Slope,-0.333496901124292,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_11,VisPeri
23,DFA,-0.02805472657105621,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_12,VisPeri
23,HFD,-0.13252388320842068,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_12,VisPeri
23,Spectral_Slope,-0.08539385646211853,Schaefer2018_17Networks_LH_VisPeri_ExStrSup_12,VisPeri
24,DFA,0.22661308156209814,Schaefer2018_17Networks_LH_SomMotA_1,SomMotA
24,HFD,-0.31312663994148965,Schaefer2018_17Networks_LH_SomMotA_1,SomMotA
24,Spectral_Slope,0.10327724437412468,Schaefer2018_17Networks_LH_SomMotA_1,SomMotA
25,DFA,0.17239823937935522,Schaefer2018_17Networks_LH_SomMotA_2,SomMotA
25,HFD,-0.14553580718089035,Schaefer2018_17Networks_LH_SomMotA_2,SomMotA
25,Spectral_Slope,0.10621081562799653,Schaefer2018_17Networks_LH_SomMotA_2,SomMotA
26,DFA,0.07634298183611161,Schaefer2018_17Networks_LH_SomMotA_3,SomMotA
26,HFD,-0.031218963163032326,Schaefer2018_17Networks_LH_SomMotA_3,SomMotA
26,Spectral_Slope,0.3361094391798342,Schaefer2018_17Networks_LH_SomMotA_3,SomMotA
27,DFA,0.32679170407113456,Schaefer2018_17Networks_LH_SomMotA_4,SomMotA
27,HFD,-0.1980944312717924,Schaefer2018_17Networks_LH_SomMotA_4,SomMotA
27,Spectral_Slope,0.24463566498916348,Schaefer2018_17Networks_LH_SomMotA_4,SomMotA
28,DFA,0.011233582348181413,Schaefer2018_17Networks_LH_SomMotA_5,SomMotA
28,HFD,0.15977730126511214,Schaefer2018_17Networks_LH_SomMotA_5,SomMotA
28,Spectral_Slope,0.06728663426004076,Schaefer2018_17Networks_LH_SomMotA_5,SomMotA
29,DFA,0.012772546081233183,Schaefer2018_17Networks_LH_SomMotA_6,SomMotA
29,HFD,-0.16959502059766268,Schaefer2018_17Networks_LH_SomMotA_6,SomMotA
29,Spectral_Slope,0.11533340411309807,Schaefer2018_17Networks_LH_SomMotA_6,SomMotA
30,DFA,0.34461360804839086,Schaefer2018_17Networks_LH_SomMotA_7,SomMotA
30,HFD,-0.41064984942890703,Schaefer2018_17Networks_LH_SomMotA_7,SomMotA
30,Spectral_Slope,0.36698999063316146,Schaefer2018_17Networks_LH_SomMotA_7,SomMotA
31,DFA,0.05180005390279094,Schaefer2018_17Networks_LH_SomMotA_8,SomMotA
31,HFD,0.01093418106770146,Schaefer2018_17Networks_LH_SomMotA_8,SomMotA
31,Spectral_Slope,-0.32961865547751396,Schaefer2018_17Networks_LH_SomMotA_8,SomMotA
32,DFA,-0.15258630945709575,Schaefer2018_17Networks_LH_SomMotA_9,SomMotA
32,HFD,0.15975426431955078,Schaefer2018_17Networks_LH_SomMotA_9,SomMotA
32,Spectral_Slope,-0.17422316385472011,Schaefer2018_17Networks_LH_SomMotA_9,SomMotA
33,DFA,0.1752654987942948,Schaefer2018_17Networks_LH_SomMotA_10,SomMotA
33,HFD,-0.1571713916393165,Schaefer2018_17Networks_LH_SomMotA_10,SomMotA
33,Spectral_Slope,0.461027128497815,Schaefer2018_17Networks_LH_SomMotA_10,SomMotA
34,DFA,0.13732607656991086,Schaefer2018_17Networks_LH_SomMotA_11,SomMotA
34,HFD,-0.15715586517548022,Schaefer2018_17Networks_LH_SomMotA_11,SomMotA
34,Spectral_Slope,0.13976415172969983,Schaefer2018_17Networks_LH_SomMotA_11,SomMotA
