Diagnosis,Age,FDMean_motion,FDMax_motion,FDPerc_motion,Fractal_Dim,Graph_Density,Graph_MeanDegree,Graph_StdDegree,Graph_Entropy,Graph_ThresholdScaling,Spectral_Slope,DFA,HFD,Hvar,Hrange,Htrend
CN,68.98766233766234,0.6697077595815953,0.15223448695445457,3.2003710575139146,2.1792526841773388,0.4582184346448243,198.40858220120893,74.92696556063417,5.9625669739266565,-1.4568512725910194,0.5583220163916373,0.6936844423486903,0.9184135351023077,0.008309764544791539,0.2880641423257037,-2.148196742203485e-05
Dementia,76.83684210526316,0.7629478951698748,0.1489979687333254,3.4640171858216973,2.1702975335073926,0.3441388616441648,149.01212709192336,65.37208108750067,5.940879988021654,-1.698855779698518,0.5267813497140197,0.6986615030217317,0.9207708774798637,0.008680613953342334,0.296491027875198,-0.0008018955205562698
MCI,72.47678571428571,0.7873370450036657,0.1607193604159672,3.3072157434402336,2.1783055545426246,0.44317665231927533,191.89549045424624,73.21726820396802,5.959158633969116,-1.4856345473989196,0.5224043027209528,0.6902280412200827,0.9213857016060911,0.009005076649468605,0.29803623680314434,-0.0018971019603862909
