ROI,Feature,EffectSize,ROI_Name,Network
0,DFA,-0.2539228555184923,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent
0,HFD,0.17232094115376864,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent
0,Spectral_Slope,-0.2711173076693402,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent
1,DFA,-0.02747443712321906,Schaefer2018_17Networks_LH_VisCent_ExStr_2,VisCent
1,HFD,-0.04845638785315568,Schaefer2018_17Networks_LH_VisCent_ExStr_2,VisCent
1,Spectral_Slope,0.0045567034558568024,Schaefer2018_17Networks_LH_VisCent_ExStr_2,VisCent
2,DFA,-0.09086372593709925,Schaefer2018_17Networks_LH_VisCent_ExStr_3,VisCent
2,HFD,0.07785511738475172,Schaefer2018_17Networks_LH_VisCent_ExStr_3,VisCent
2,Spectral_Slope,-0.022273900023569018,Schaefer2018_17Networks_LH_VisCent_ExStr_3,VisCent
3,DFA,-0.2443382720196359,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent
3,HFD,0.17305986643289398,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent
3,Spectral_Slope,-0.009886670217568528,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent
4,DFA,-0.10425776383575969,Schaefer2018_17Networks_LH_VisCent_ExStr_5,VisCent
4,HFD,-0.013418969943430694,Schaefer2018_17Networks_LH_VisCent_ExStr_5,VisCent
4,Spectral_Slope,0.020583670300425166,Schaefer2018_17Networks_LH_VisCent_ExStr_5,VisCent
5,DFA,-0.11497323798048437,Schaefer2018_17Networks_LH_VisCent_ExStr_6,VisCent
5,HFD,0.05614696869909237,Schaefer2018_17Networks_LH_VisCent_ExStr_6,VisCent
5,Spectral_Slope,-0.2174489398907658,Schaefer2018_17Networks_LH_VisCent_ExStr_6,VisCent
6,DFA,-0.04410929531673439,Schaefer2018_17Networks_LH_VisCent_Striate_1,VisCent
6,HFD,-0.16719633804023226,Schaefer2018_17Networks_LH_VisCent_Striate_1,VisCent
6,Spectral_Slope,0.29784333697818455,Schaefer2018_17Networks_LH_VisCent_Striate_1,VisCent
