Diagnosis,Age,FDMean_motion,FDMax_motion,FDPerc_motion,Fractal_Dim,Graph_Density,Graph_MeanDegree,Graph_StdDegree,Graph_Entropy,Graph_ThresholdScaling,Spectral_Slope,DFA,HFD,Hvar,Hrange,Htrend
CN,68.98766233766234,0.6697077595815953,0.15223448695445457,3.2003710575139146,2.144546653400411,0.23230721450195488,100.58902387934646,47.30039656331549,5.931997505551158,-1.963728681894712,0.7102688439682235,0.8048845271510034,0.88527852552141,0.010530993047108457,0.3248162204246964,0.00043017704818607304
Dementia,76.83684210526316,0.7629478951698748,0.1489979687333254,3.4640171858216973,2.1600587384516032,0.26110553146630266,113.05869512490905,51.44920399975179,5.94040667952781,-1.8585678721361483,0.7492668717890949,0.8527611866850168,0.8682668973052201,0.012489773116302384,0.35178349553369087,0.0005465121454434437
MCI,72.47678571428571,0.7873370450036657,0.1607193604159672,3.3072157434402336,2.1504216887517122,0.24736326773874268,107.10829493087557,49.82388765487531,5.934084723020356,-1.95403964733172,0.68489077619287,0.8186353942748522,0.8840282212678677,0.010929774138883868,0.33252852846093006,0.0007097965901204695
