Diagnosis,Age,FDMean_motion,FDMax_motion,FDPerc_motion,Fractal_Dim,Graph_Density,Graph_MeanDegree,Graph_StdDegree,Graph_Entropy,Graph_ThresholdScaling,Spectral_Slope,DFA,HFD,Hvar,Hrange,Htrend
CN,68.98766233766234,0.6697077595815953,0.15223448695445457,3.2003710575139146,2.1237883928910195,0.14617207166775606,63.292507032138374,35.53895030850696,5.884232767467046,-2.3366519551492795,0.45045062220191656,0.6616901624167656,0.9365320074783448,0.008232929849054901,0.28546088171744205,-0.0003757105690944051
Dementia,76.83684210526316,0.7629478951698748,0.1489979687333254,3.4640171858216973,2.129559582743819,0.1405353508930637,60.85180693669658,34.92220145992128,5.882719949166751,-2.410686786224248,0.4267762311169679,0.6644274079805235,0.9381901106000885,0.00846575448727129,0.2892174914208112,0.0007801310229042184
MCI,72.47678571428571,0.7873370450036657,0.1607193604159672,3.3072157434402336,2.125186226426034,0.14450068189385565,62.5687952600395,33.98430246729585,5.8994139102153955,-2.3861688763362316,0.41700306071864995,0.658703182029225,0.940660533642064,0.008341505875290466,0.287346446835464,-0.0014299160929679908
