Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.7628205128205128,0.7241379310344828,0.6987179487179487,0.6666666666666666,0.7307692307692307,10,CN,Dementia,115,58,102,13,52,6
2,0.5546218487394958,0.8103448275862069,0.707282913165266,0.5714285714285714,0.8431372549019608,10,CN,Dementia,115,58,103,12,51,7
3,0.6797385620915033,0.7017543859649122,0.5392156862745098,0.3333333333333333,0.7450980392156863,10,CN,Dementia,116,57,103,13,51,6
