,Mean,Std
Fold,2.0,1.0
AUC,0.665726974550504,0.10480417153121506
Accuracy,0.745412381528534,0.0573360504895901
BalancedAccuracy,0.6484055160525748,0.09465808919061312
Sensitivity,0.5238095238095238,0.17169291787923757
Specificity,0.7730015082956259,0.06116041123058945
TopK,10.0,0.0
NTrain,115.33333333333333,0.5773502691896257
NTest,57.666666666666664,0.5773502691896258
Train_CN,102.66666666666667,0.5773502691896257
Train_Dementia,12.666666666666666,0.5773502691896257
Test_CN,51.333333333333336,0.5773502691896258
Test_Dementia,6.333333333333333,0.5773502691896258
