feature,group1,group2,cohens_d,welch_t_stat,welch_df,welch_p_approx,mannwhitney_u,mannwhitney_p,mean_group1,mean_group2,median_group1,median_group2,n_group1,n_group2,fdr_welch_p,fdr_mannwhitney_p
HFD,MCI,Dementia,0.018276406437955226,0.07674151052103641,38.478245116743324,0.9388291812704272,532.0,1.0,0.9392057984116037,0.9386974185555086,0.9429159659897897,0.9398054721355708,56,19,0.9959131852661501,1.0
Hvar,CN,MCI,-0.032366726062917815,-0.22855795876248122,119.49274962914994,0.8192125036579072,4070.0,0.5342996341828665,0.008211801749245509,0.008260273794908669,0.00797232872330215,0.0078354169302586,154,56,0.850196819412757,0.8365688978797147
Hvar,CN,Dementia,-0.05029307817775144,-0.228544850389349,24.11610523477865,0.8192226929968449,1367.0,0.6411662242670886,0.008211801749245509,0.008289836999442895,0.00797232872330215,0.0080398924370651,154,19,0.9526287220900792,0.9535426396081833
Hvar,MCI,Dementia,-0.0227192054469018,-0.08214031454513177,29.07178325133193,0.9345351350502891,526.0,0.9417336553130313,0.008260273794908669,0.008289836999442895,0.0078354169302586,0.0080398924370651,56,19,0.9959131852661501,1.0
Hrange,CN,MCI,-0.042527363976810846,-0.2882335682174649,109.2091431181042,0.7731679548784951,4123.0,0.627426673409786,0.2862099063703047,0.2871827297492347,0.2830995024398224,0.28438561838383336,154,56,0.850196819412757,0.8365688978797147
Hrange,CN,Dementia,-0.047079214180014727,-0.20578472051798974,23.50517533007007,0.8369590770238728,1375.0,0.6692119779646042,0.2862099063703047,0.28731014015852674,0.2830995024398224,0.2856719133825235,154,19,0.9526287220900792,0.9535426396081833
Hrange,MCI,Dementia,-0.006034799823203999,-0.022255374710314718,30.0201131846932,0.9822442458783993,513.0,0.8169613217153913,0.2871827297492347,0.28731014015852674,0.28438561838383336,0.2856719133825235,56,19,0.9959131852661501,1.0
Htrend,CN,MCI,0.2109983546249163,1.4304165665922004,109.26621616371942,0.15259749627658348,3919.0,0.3128672167496074,-7.791292499076356e-05,-0.001421740361046041,-0.00038736226889470005,-0.0007150491818905,154,56,0.850196819412757,0.6257344334992148
Htrend,CN,Dementia,-0.22233195454163024,-1.2745329397837637,29.842218541096333,0.20247460648130744,1249.0,0.29883025617144465,-7.791292499076356e-05,0.001334727630624914,-0.00038736226889470005,0.0021361671649575,154,19,0.7098756254565769,0.7670738827084584
Htrend,MCI,Dementia,-0.5040559439770828,-2.212161194293178,42.5319594958918,0.0269555290934409,388.0,0.07939873515307583,-0.001421740361046041,0.001334727630624914,-0.0007150491818905,0.0021361671649575,56,19,0.3234663491212908,0.9527848218369099
