feature,group1,group2,cohens_d,welch_t_stat,welch_df,welch_p_approx,mannwhitney_u,mannwhitney_p,mean_group1,mean_group2,median_group1,median_group2,n_group1,n_group2,fdr_welch_p,fdr_mannwhitney_p
Fractal_Dim,CN,MCI,-0.029057118355408345,-0.18886730471181087,100.32135617789561,0.8501968194127569,4226.0,0.8252107867942651,2.1246947010120856,2.1257459470723283,2.1298905484246227,2.1284342561617517,154,56,0.850196819412757,0.8755222703830045
Fractal_Dim,CN,Dementia,-0.030666542377556047,-0.15954057271641903,26.909724745766034,0.8732429952492393,1352.0,0.5899613088043378,2.1246947010120856,2.125785782545596,2.1298905484246227,2.1237008452912267,154,19,0.9526287220900792,0.9535426396081833
Fractal_Dim,MCI,Dementia,-0.0011894859157631386,-0.005122085079397212,40.70205896544079,0.99591318526615,504.0,0.7330346128679894,2.1257459470723283,2.125785782545596,2.1284342561617517,2.1237008452912267,56,19,0.9959131852661501,1.0
Graph_Density,CN,MCI,0.05724792157051689,0.35118839122214984,90.24378243038892,0.7254470186436892,3833.5,0.21915129967662494,0.1462250088009711,0.14267906745503828,0.13539127936058576,0.12384393524973125,154,56,0.850196819412757,0.5259631192238998
Graph_Density,CN,Dementia,0.21987216766136786,1.13702991993659,26.758557901998284,0.25552577811639043,1154.0,0.13357319796934397,0.1462250088009711,0.13327646016628394,0.13539127936058576,0.1186236842945477,154,19,0.7098756254565769,0.6961207097130906
Graph_Density,MCI,Dementia,0.15250526331383676,0.6924639960367136,46.16172512239498,0.48864598866595443,493.0,0.634721476403697,0.14267906745503828,0.13327646016628394,0.12384393524973125,0.1186236842945477,56,19,0.9959131852661501,1.0
Graph_MeanDegree,CN,MCI,0.057247921570516634,0.3511883912221483,90.2437824303889,0.7254470186436905,3833.5,0.21915129967662494,63.315428810820514,61.7800362080316,58.62442396313364,53.62442396313364,154,56,0.850196819412757,0.5259631192238998
Graph_MeanDegree,CN,Dementia,0.2198721676613676,1.137029919936589,26.758557901998284,0.2555257781163909,1154.0,0.13357319796934397,63.315428810820514,57.70870725200098,58.62442396313364,51.36405529953917,154,19,0.7098756254565769,0.6961207097130906
Graph_MeanDegree,MCI,Dementia,0.1525052633138368,0.6924639960367138,46.16172512239497,0.48864598866595443,493.0,0.634721476403697,61.7800362080316,57.70870725200098,53.62442396313364,51.36405529953917,56,19,0.9959131852661501,1.0
Graph_StdDegree,CN,MCI,0.17116869765218595,1.0372214807078515,88.38499764894573,0.2996326493207011,3651.0,0.08961199274748166,35.56552306496576,33.48563537973791,34.382994686468024,30.3256332349533,154,56,0.850196819412757,0.5259631192238998
Graph_StdDegree,CN,Dementia,0.2161290133033636,1.0455225790535716,25.261430477218465,0.29578151060690705,1258.0,0.319614117795191,35.56552306496576,33.074389999219825,34.382994686468024,30.660011993635827,154,19,0.7098756254565769,0.7670738827084584
Graph_StdDegree,MCI,Dementia,0.033105996569549635,0.14623468309796775,43.185842976113896,0.8837361266955313,498.0,0.6787403279793374,33.48563537973791,33.074389999219825,30.3256332349533,30.660011993635827,56,19,0.9959131852661501,1.0
Graph_Entropy,CN,MCI,-0.25427637176896517,-1.8363639652108215,125.85749617227236,0.06630384528095945,3734.0,0.13772828776058876,5.883759638955996,5.899388862873631,5.892299503951213,5.906064527566784,154,56,0.7956461433715134,0.5259631192238998
Graph_Entropy,CN,Dementia,-0.006259170522699918,-0.029127918427969208,24.52625637624507,0.9767625695551165,1451.0,0.9535426396081832,5.883759638955996,5.8841609226286,5.892299503951213,5.910101942954912,154,19,0.9767625695551164,0.9535426396081833
Graph_Entropy,MCI,Dementia,0.2953953282924664,1.05769149304724,28.63400535685763,0.29019611486426733,451.0,0.3237753539496948,5.899388862873631,5.8841609226286,5.906064527566784,5.910101942954912,56,19,0.9959131852661501,1.0
Graph_ThresholdScaling,CN,MCI,0.17145391027070017,1.0977487028922444,97.46701544655612,0.2723142365814675,3798.0,0.18685104236338068,-2.344356383997786,-2.4069384818260153,-2.3333507283066206,-2.4427923906129774,154,56,0.850196819412757,0.5259631192238998
Graph_ThresholdScaling,CN,Dementia,0.29018914514245836,1.4680582818571306,26.22975412883837,0.1420883923078331,1183.0,0.17403017742827265,-2.344356383997786,-2.447895794323864,-2.3333507283066206,-2.467145950329216,154,19,0.7098756254565769,0.6961207097130906
Graph_ThresholdScaling,MCI,Dementia,0.11827453973436174,0.5081780470684367,40.49733146068936,0.6113284849293945,497.0,0.6698422507966102,-2.4069384818260153,-2.447895794323864,-2.4427923906129774,-2.467145950329216,56,19,0.9959131852661501,1.0
Spectral_Slope,CN,MCI,0.11886040387930318,0.7156753561157813,87.45465996166745,0.47419183116035457,4119.0,0.6201597150607399,0.4263767806867041,0.40485148480586675,0.4231457883145958,0.38523762879299045,154,56,0.850196819412757,0.8365688978797147
Spectral_Slope,CN,Dementia,0.06355042047220384,0.2805205793815861,23.652944436074883,0.7790781389607015,1399.0,0.7560191465482216,0.4263767806867041,0.41540377387236416,0.4231457883145958,0.3897011897732818,154,19,0.9526287220900792,0.9535426396081833
Spectral_Slope,MCI,Dementia,-0.05553815464193378,-0.23359239733295106,38.61915357218656,0.8153014305311594,525.0,0.9320444325880526,0.40485148480586675,0.41540377387236416,0.38523762879299045,0.3897011897732818,56,19,0.9959131852661501,1.0
DFA,CN,MCI,0.03432403434995953,0.2114234975589524,90.88230715326938,0.8325568227340654,4251.0,0.8755222703830043,0.6602196540923939,0.658531328212315,0.6602152210850569,0.6603198998729711,154,56,0.850196819412757,0.8755222703830045
DFA,CN,Dementia,0.05529349073991444,0.23114310717447203,22.883559543058144,0.8172036270406751,1435.0,0.8918712860821536,0.6602196540923939,0.6575695142003535,0.6602152210850569,0.6406500254888343,154,19,0.9526287220900792,0.9535426396081833
DFA,MCI,Dementia,0.018847840004861664,0.07481788970715997,34.26976347726953,0.9403596077834255,502.0,0.7147715661686971,0.658531328212315,0.6575695142003535,0.6603198998729711,0.6406500254888343,56,19,0.9959131852661501,1.0
HFD,CN,MCI,-0.06941949770739911,-0.4250656219982567,89.95714771571825,0.6707888380377711,4230.0,0.8332181408269488,0.9373200261088586,0.9392057984116037,0.9388514629511673,0.9429159659897897,154,56,0.850196819412757,0.8755222703830045
HFD,CN,Dementia,-0.05273384114526195,-0.23879294959275513,24.057755653839802,0.8112661375155565,1422.0,0.8422234488711653,0.9373200261088586,0.9386974185555086,0.9388514629511673,0.9398054721355708,154,19,0.9526287220900792,0.9535426396081833
