Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.5128205128205128,0.8275862068965517,0.5352564102564102,0.16666666666666666,0.9038461538461539,50,CN,Dementia,115,58,102,13,52,6
2,0.5574229691876751,0.5689655172413793,0.3851540616246498,0.14285714285714285,0.6274509803921569,50,CN,Dementia,115,58,103,12,51,7
3,0.6176470588235294,0.8070175438596491,0.6715686274509804,0.5,0.8431372549019608,50,CN,Dementia,116,57,103,13,51,6
