Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.5032051282051282,0.7586206896551724,0.4230769230769231,0.0,0.8461538461538461,30,CN,Dementia,115,58,102,13,52,6
2,0.38095238095238093,0.603448275862069,0.3431372549019608,0.0,0.6862745098039216,30,CN,Dementia,115,58,103,12,51,7
3,0.5751633986928104,0.7543859649122807,0.5686274509803921,0.3333333333333333,0.803921568627451,30,CN,Dementia,116,57,103,13,51,6
