Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.6057692307692307,0.8448275862068966,0.5448717948717949,0.16666666666666666,0.9230769230769231,50,CN,Dementia,115,58,102,13,52,6
2,0.4005602240896359,0.5862068965517241,0.39495798319327735,0.14285714285714285,0.6470588235294118,50,CN,Dementia,115,58,103,12,51,7
3,0.6241830065359477,0.7719298245614035,0.5049019607843137,0.16666666666666666,0.8431372549019608,50,CN,Dementia,116,57,103,13,51,6
