Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.6474358974358974,0.7413793103448276,0.6346153846153846,0.5,0.7692307692307693,5,CN,Dementia,115,58,102,13,52,6
2,0.3053221288515406,0.5172413793103449,0.29411764705882354,0.0,0.5882352941176471,5,CN,Dementia,115,58,103,12,51,7
3,0.3594771241830066,0.6842105263157895,0.38235294117647056,0.0,0.7647058823529411,5,CN,Dementia,116,57,103,13,51,6
