feature,group1,group2,cohens_d,welch_t_stat,welch_df,welch_p_approx,mannwhitney_u,mannwhitney_p,mean_group1,mean_group2,median_group1,median_group2,n_group1,n_group2,fdr_welch_p,fdr_mannwhitney_p
Fractal_Dim,CN,MCI,0.04571913620680847,0.2865623566368164,93.7231469674693,0.7744474410988023,4184.5,0.743350240389886,2.1792526841773388,2.1783055545426246,2.1860317465632586,2.1842859297941035,154,56,0.7744474410988023,0.8052735313728632
Fractal_Dim,CN,Dementia,0.43802118568820125,1.8048899612764733,22.69919994272245,0.0710919030024928,954.0,0.013468464548931136,2.1792526841773388,2.1702975335073926,2.1860317465632586,2.1732344135665103,154,19,0.1421838060049856,0.04040539364679341
Fractal_Dim,MCI,Dementia,0.3779485993950203,1.4593759661836923,32.52520289402019,0.14446165720749837,371.0,0.04984674324794813,2.1783055545426246,2.1702975335073926,2.1842859297941035,2.1732344135665103,56,19,0.28892331441499675,0.15385226106762118
Graph_Density,CN,MCI,0.07812649465897768,0.4970518993316025,96.31788079041632,0.6191524531962651,4107.0,0.5985825280478094,0.45821843464482437,0.4431766523192753,0.42292014772086284,0.3999159225636168,154,56,0.7744474410988023,0.8052735313728632
Graph_Density,CN,Dementia,0.6080734698934724,3.0595771375953285,26.1048470492312,0.0022164970037201748,927.0,0.00926230337066225,0.45821843464482437,0.34413886164416474,0.42292014772086284,0.3224422898862294,154,19,0.013298982022321049,0.03811159288177457
Graph_Density,MCI,Dementia,0.5374135564307144,2.3160233826888605,40.77625014166976,0.02055699202836614,367.0,0.04443074815150827,0.4431766523192753,0.34413886164416474,0.3999159225636168,0.3224422898862294,56,19,0.12334195217019683,0.15385226106762118
Graph_MeanDegree,CN,MCI,0.07812649465897685,0.49705189933159727,96.31788079041631,0.6191524531962687,4107.0,0.5985825280478094,198.40858220120893,191.89549045424624,183.12442396313364,173.16359447004606,154,56,0.7744474410988023,0.8052735313728632
Graph_MeanDegree,CN,Dementia,0.6080734698934719,3.059577137595326,26.104847049231214,0.0022164970037201748,927.0,0.00926230337066225,198.40858220120893,149.01212709192336,183.12442396313364,139.61751152073734,154,19,0.013298982022321049,0.03811159288177457
Graph_MeanDegree,MCI,Dementia,0.5374135564307146,2.316023382688862,40.77625014166977,0.020556992028365917,367.0,0.04443074815150827,191.89549045424624,149.01212709192336,173.16359447004606,139.61751152073734,56,19,0.12334195217019683,0.15385226106762118
Graph_StdDegree,CN,MCI,0.09167413472703555,0.574298312643544,93.6337211743408,0.5657659508203357,4068.0,0.5309267117165837,74.92696556063417,73.21726820396802,78.16174950259821,78.30121531869801,154,56,0.7744474410988023,0.8052735313728632
Graph_StdDegree,CN,Dementia,0.5237948639763343,2.3138861693872466,23.664719011505536,0.020673966969477764,1008.0,0.02717658014037494,74.92696556063417,65.37208108750067,78.16174950259821,68.70852193609113,154,19,0.050914524008608984,0.06376851835671982
Graph_StdDegree,MCI,Dementia,0.41891441278174374,1.6913259620785341,35.439348811954,0.09077456416320384,394.0,0.09274458157929644,73.21726820396802,65.37208108750067,78.30121531869801,68.70852193609113,56,19,0.21785895399168922,0.22258699579031144
Graph_Entropy,CN,MCI,0.07253589227907507,0.4511400187688406,92.43642118430061,0.6518886365603365,4175.0,0.7249762572371115,5.9625669739266565,5.959158633969116,5.967202268701191,5.966490470831948,154,56,0.7744474410988023,0.8052735313728632
Graph_Entropy,CN,Dementia,0.4807824942974644,2.459168203616059,26.48982149424921,0.013925935503108056,929.0,0.009527898220443642,5.9625669739266565,5.940879988021653,5.967202268701191,5.931778127539469,154,19,0.050914524008608984,0.03811159288177457
Graph_Entropy,MCI,Dementia,0.39662867801840246,1.7656492196573805,43.994573980047306,0.07745471704161622,372.0,0.05128408702254039,5.959158633969116,5.940879988021653,5.966490470831948,5.931778127539469,56,19,0.21785895399168922,0.15385226106762118
Graph_ThresholdScaling,CN,MCI,0.057026499732659316,0.35591145868589963,93.00814148885429,0.7219068741836039,4133.0,0.6457516687264284,-1.4568512725910192,-1.4856345473989196,-1.4670712557080623,-1.5694663110497098,154,56,0.7744474410988023,0.8052735313728632
Graph_ThresholdScaling,CN,Dementia,0.4941767557637028,2.3041471455081317,24.560724149988776,0.021214385003587077,1021.0,0.03188425917835991,-1.4568512725910192,-1.698855779698518,-1.4670712557080623,-1.7307618053551714,154,19,0.050914524008608984,0.06376851835671982
Graph_ThresholdScaling,MCI,Dementia,0.42436457430743735,1.7790488711302173,38.34537241726082,0.0752317500329398,405.0,0.121840553041626,-1.4856345473989196,-1.698855779698518,-1.5694663110497098,-1.7307618053551714,56,19,0.21785895399168922,0.243681106083252
