feature,group1,group2,cohens_d,welch_t_stat,welch_df,welch_p_approx,mannwhitney_u,mannwhitney_p,mean_group1,mean_group2,median_group1,median_group2,n_group1,n_group2,fdr_welch_p,fdr_mannwhitney_p
Fractal_Dim,CN,MCI,-0.19568930407869012,-1.2503230178137186,97.0878560652352,0.21118157333819898,3811.0,0.19824490113439475,2.144546653400411,2.1504216887517122,2.1481295930621473,2.152157683652019,154,56,0.6382498996988732,0.5947347034031842
Fractal_Dim,CN,Dementia,-0.525668955054068,-2.4726768739425866,24.721264816684222,0.013410533440881611,981.0,0.019280952780262872,2.144546653400411,2.1600587384516037,2.1481295930621473,2.166017899017015,154,19,0.040231600322644834,0.05784285834078862
Fractal_Dim,MCI,Dementia,-0.3320192396032493,-1.3660572468287524,36.84207892689262,0.17192099590394605,423.0,0.18423727001212575,2.1504216887517122,2.1600587384516037,2.152157683652019,2.166017899017015,56,19,0.41261039016947054,0.32986063482976896
Graph_Density,CN,MCI,-0.1378339671738724,-0.8458220114767585,90.29460994864236,0.39765204421544187,4043.5,0.49050363855601886,0.23230721450195482,0.24736326773874268,0.1992209533742723,0.2257532380455721,154,56,0.6382498996988732,0.8408633803817466
Graph_Density,CN,Dementia,-0.27450620898751804,-1.2738054335837368,24.47538293344946,0.20273237903579133,1088.0,0.06867050959956078,0.23230721450195482,0.2611055314663026,0.1992209533742723,0.2591820010429859,154,19,0.30409856855368933,0.12552132385190173
Graph_Density,MCI,Dementia,-0.12382513794842533,-0.5266293561530822,39.57876918118373,0.5984510018907643,439.0,0.25725144623862084,0.24736326773874268,0.2611055314663026,0.2257532380455721,0.2591820010429859,56,19,0.7181412022689171,0.3430019283181611
Graph_MeanDegree,CN,MCI,-0.13783396717387159,-0.8458220114767537,90.29460994864235,0.39765204421544453,4043.5,0.49050363855601886,100.58902387934647,107.10829493087557,86.2626728110599,97.75115207373273,154,56,0.6382498996988732,0.8408633803817466
Graph_MeanDegree,CN,Dementia,-0.2745062089875172,-1.2738054335837325,24.475382933449463,0.2027323790357929,1088.0,0.06867050959956078,100.58902387934647,113.05869512490902,86.2626728110599,112.2258064516129,154,19,0.30409856855368933,0.12552132385190173
Graph_MeanDegree,MCI,Dementia,-0.12382513794842527,-0.5266293561530819,39.57876918118372,0.5984510018907643,439.0,0.25725144623862084,107.10829493087557,113.05869512490902,97.75115207373273,112.2258064516129,56,19,0.7181412022689171,0.3430019283181611
Graph_StdDegree,CN,MCI,-0.1421924921582982,-0.8749762783655343,90.72471806901144,0.3815868130174267,4032.0,0.47211627211201534,47.30039656331549,49.82388765487531,45.26658004452768,46.00713863575699,154,56,0.6382498996988732,0.8408633803817466
Graph_StdDegree,CN,Dementia,-0.24298839557101432,-1.128048021080011,24.483184755115182,0.2592996392529281,1170.0,0.1548866785296088,47.30039656331549,51.44920399975179,45.26658004452768,48.30562221160947,154,19,0.34573285233723744,0.22399039714698787
Graph_StdDegree,MCI,Dementia,-0.0904326921377157,-0.38363227551214085,39.35505375033533,0.7012510147046518,466.0,0.4213960130853587,49.82388765487531,51.44920399975179,46.00713863575699,48.30562221160947,56,19,0.7650011069505293,0.5056752157024305
Graph_Entropy,CN,MCI,-0.04797397927394339,-0.31157445433864006,100.16523589320045,0.7553639509242329,4168.0,0.7115374751574108,5.931997505551158,5.934084723020356,5.937336171408662,5.948763606143531,154,56,0.8726735337256765,0.8958006211305284
Graph_Entropy,CN,Dementia,-0.19271483156883012,-0.8203835520174108,23.127321856903865,0.4119974890172091,1231.0,0.2600245788847779,5.931997505551158,5.94040667952781,5.937336171408662,5.948448976380389,154,19,0.45830277862280017,0.28366317696521226
Graph_Entropy,MCI,Dementia,-0.14897420409486725,-0.5654635367983324,31.537648868081753,0.5717585189198406,477.0,0.5028569053810101,5.934084723020356,5.94040667952781,5.948763606143531,5.948448976380389,56,19,0.7181412022689171,0.5485711695065565
Graph_ThresholdScaling,CN,MCI,-0.02580299871015528,-0.1602634698399181,92.21318130481086,0.8726735337256766,4232.0,0.8372283704516379,-1.963728681894712,-1.95403964733172,-1.9783416321103475,-2.0032751829989133,154,56,0.8726735337256765,0.8958006211305284
Graph_ThresholdScaling,CN,Dementia,-0.29039505806408394,-1.396832080713914,25.148143093582043,0.16246407271159558,1191.0,0.18665866428915656,-1.963728681894712,-1.8585678721361483,-1.9783416321103475,-1.8774137156244612,154,19,0.30409856855368933,0.22399039714698787
Graph_ThresholdScaling,MCI,Dementia,-0.25569991039460527,-1.0981481823697543,40.4562452490363,0.27213978876500966,416.0,0.15762813525073405,-1.95403964733172,-1.8585678721361483,-2.0032751829989133,-1.8774137156244612,56,19,0.466525352168588,0.32986063482976896
Spectral_Slope,CN,MCI,0.13702886384380977,0.7969158015293006,82.7693728183772,0.42549993313258216,4124.0,0.6292491109486904,0.7102688439682235,0.6848907761928699,0.706545211971594,0.6791021536865305,154,56,0.6382498996988732,0.8958006211305284
Spectral_Slope,CN,Dementia,-0.22053434842010283,-0.8062288956784316,21.417364029206887,0.4201108804042335,1181.0,0.17097513624187077,0.7102688439682235,0.7492668717890949,0.706545211971594,0.7663740830760785,154,19,0.45830277862280017,0.22399039714698787
