ROI_Index,Feature,EffectSize,AbsEffect,ROI_Name,Network,Fold
113,DFA,-1.4551728510201671,1.4551728510201671,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,2
113,HFD,1.4470268915984479,1.4470268915984479,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,2
429,DFA,-1.367567778875933,1.367567778875933,Buckner2011_17Networks_13,Buckner,2
206,HFD,1.3553677253446639,1.3553677253446639,Schaefer2018_17Networks_RH_VisCent_Striate_1,VisCent,2
179,HFD,1.3514900382712085,1.3514900382712085,Schaefer2018_17Networks_LH_DefaultB_PFCd_6,DefaultB,2
206,DFA,-1.3321315651098247,1.3321315651098247,Schaefer2018_17Networks_RH_VisCent_Striate_1,VisCent,2
428,DFA,-1.3022704610885787,1.3022704610885787,Buckner2011_17Networks_12,Buckner,2
283,DFA,-1.282592072481419,1.282592072481419,Schaefer2018_17Networks_RH_DorsAttnB_FEF_3,DorsAttnB,2
207,DFA,-1.2762180453260408,1.2762180453260408,Schaefer2018_17Networks_RH_VisCent_ExStr_8,VisCent,2
3,DFA,-1.2463587775371063,1.2463587775371063,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent,2
208,DFA,-1.2283830705896148,1.2283830705896148,Schaefer2018_17Networks_RH_VisCent_ExStr_9,VisCent,2
14,DFA,-1.2275915164879616,1.2275915164879616,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_3,VisPeri,2
201,DFA,-1.2176587438266677,1.2176587438266677,Schaefer2018_17Networks_RH_VisCent_ExStr_2,VisCent,2
14,HFD,1.2157985936513678,1.2157985936513678,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_3,VisPeri,2
236,Spectral_Slope,-1.2129864146155744,1.2129864146155744,Schaefer2018_17Networks_RH_SomMotA_14,SomMotA,2
8,DFA,-1.2072423355651798,1.2072423355651798,Schaefer2018_17Networks_LH_VisCent_ExStr_9,VisCent,2
10,DFA,-1.2017333069608107,1.2017333069608107,Schaefer2018_17Networks_LH_VisCent_ExStr_11,VisCent,2
433,HFD,1.1960037324524082,1.1960037324524082,Buckner2011_17Networks_17,Buckner,2
417,DFA,-1.169739900736992,1.169739900736992,Buckner2011_17Networks_1,Buckner,2
345,DFA,-1.1599122520774834,1.1599122520774834,Schaefer2018_17Networks_RH_ContB_PFClv_1,ContB,2
0,DFA,-1.147403188098852,1.147403188098852,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent,2
420,DFA,-1.130839688147274,1.130839688147274,Buckner2011_17Networks_4,Buckner,2
0,HFD,1.1238840135981674,1.1238840135981674,Schaefer2018_17Networks_LH_VisCent_ExStr_1,VisCent,2
178,HFD,1.1171717537178052,1.1171717537178052,Schaefer2018_17Networks_LH_DefaultB_PFCd_5,DefaultB,2
113,Spectral_Slope,-1.1108236534805505,1.1108236534805505,Schaefer2018_17Networks_LH_Limbic_TempPole_1,Limbic,2
237,DFA,-1.1094920495145726,1.1094920495145726,Schaefer2018_17Networks_RH_SomMotA_15,SomMotA,2
17,DFA,-1.1075172643157658,1.1075172643157658,Schaefer2018_17Networks_LH_VisPeri_StriCal_1,VisPeri,2
201,HFD,1.1069677236771513,1.1069677236771513,Schaefer2018_17Networks_RH_VisCent_ExStr_2,VisCent,2
182,HFD,1.093708692337839,1.093708692337839,Schaefer2018_17Networks_LH_DefaultB_PFCv_1,DefaultB,2
141,DFA,-1.085326326349153,1.085326326349153,Schaefer2018_17Networks_LH_ContB_PFClv_3,ContB,2
236,DFA,-1.0756687624050234,1.0756687624050234,Schaefer2018_17Networks_RH_SomMotA_14,SomMotA,2
182,DFA,-1.0715408223494847,1.0715408223494847,Schaefer2018_17Networks_LH_DefaultB_PFCv_1,DefaultB,2
288,DFA,-1.0690834581123387,1.0690834581123387,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_1,SalVentAttnA,2
16,DFA,-1.0674450041190529,1.0674450041190529,Schaefer2018_17Networks_LH_VisPeri_ExStrInf_5,VisPeri,2
432,DFA,-1.066529469455513,1.066529469455513,Buckner2011_17Networks_16,Buckner,2
189,DFA,-1.0643829251517596,1.0643829251517596,Schaefer2018_17Networks_LH_DefaultC_Rsp_2,DefaultC,2
61,HFD,1.0638713091896492,1.0638713091896492,Schaefer2018_17Networks_LH_DorsAttnA_TempOcc_3,DorsAttnA,2
110,DFA,-1.0612336597511054,1.0612336597511054,Schaefer2018_17Networks_LH_Limbic_OFC_3,Limbic,2
18,Spectral_Slope,-1.0606338526724897,1.0606338526724897,Schaefer2018_17Networks_LH_VisPeri_StriCal_2,VisPeri,2
418,DFA,-1.054982774093168,1.054982774093168,Buckner2011_17Networks_2,Buckner,2
179,DFA,-1.0543699152983814,1.0543699152983814,Schaefer2018_17Networks_LH_DefaultB_PFCd_6,DefaultB,2
257,DFA,-1.0516933036775424,1.0516933036775424,Schaefer2018_17Networks_RH_SomMotB_Cent_3,SomMotB,2
319,HFD,1.0481391523877766,1.0481391523877766,Schaefer2018_17Networks_RH_Limbic_TempPole_2,Limbic,2
202,HFD,1.0471984634498,1.0471984634498,Schaefer2018_17Networks_RH_VisCent_ExStr_3,VisCent,2
319,DFA,-1.0445386051247998,1.0445386051247998,Schaefer2018_17Networks_RH_Limbic_TempPole_2,Limbic,2
283,HFD,1.028858218908261,1.028858218908261,Schaefer2018_17Networks_RH_DorsAttnB_FEF_3,DorsAttnB,2
258,DFA,-1.0215364651782917,1.0215364651782917,Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_1,DorsAttnA,2
108,DFA,-1.3070648256973552,1.3070648256973552,Schaefer2018_17Networks_LH_Limbic_OFC_1,Limbic,3
100,HFD,1.292096291661535,1.292096291661535,Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_1,SalVentAttnB,3
141,DFA,-1.212799390446366,1.212799390446366,Schaefer2018_17Networks_LH_ContB_PFClv_3,ContB,3
140,DFA,-1.0965219831607735,1.0965219831607735,Schaefer2018_17Networks_LH_ContB_PFClv_2,ContB,3
110,DFA,-1.0040134734611899,1.0040134734611899,Schaefer2018_17Networks_LH_Limbic_OFC_3,Limbic,3
354,DFA,-0.9565519870136308,0.9565519870136308,Schaefer2018_17Networks_RH_ContC_pCun_5,ContC,3
140,HFD,0.9562965143491957,0.9562965143491957,Schaefer2018_17Networks_LH_ContB_PFClv_2,ContB,3
415,DFA,-0.9414803157195343,0.9414803157195343,FreeSurfer_Right-Accumbens-area,Subcortical,3
100,DFA,-0.9297416533600344,0.9297416533600344,Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_1,SalVentAttnB,3
111,Spectral_Slope,0.9108788058936939,0.9108788058936939,Schaefer2018_17Networks_LH_Limbic_OFC_4,Limbic,3
407,DFA,-0.9018781026518112,0.9018781026518112,FreeSurfer_Left-Accumbens-area,Subcortical,3
402,DFA,-0.8960166790299422,0.8960166790299422,FreeSurfer_Left-Putamen,Subcortical,3
257,DFA,-0.8906647138182389,0.8906647138182389,Schaefer2018_17Networks_RH_SomMotB_Cent_3,SomMotB,3
141,HFD,0.8426648666470418,0.8426648666470418,Schaefer2018_17Networks_LH_ContB_PFClv_3,ContB,3
321,DFA,-0.8385832701987722,0.8385832701987722,Schaefer2018_17Networks_RH_Limbic_TempPole_4,Limbic,3
236,DFA,-0.8308419827400254,0.8308419827400254,Schaefer2018_17Networks_RH_SomMotA_14,SomMotA,3
189,DFA,-0.8069201067906661,0.8069201067906661,Schaefer2018_17Networks_LH_DefaultC_Rsp_2,DefaultC,3
122,HFD,0.8040027163193261,0.8040027163193261,Schaefer2018_17Networks_LH_ContA_IPS_2,ContA,3
207,DFA,-0.7995546972658203,0.7995546972658203,Schaefer2018_17Networks_RH_VisCent_ExStr_8,VisCent,3
18,DFA,-0.7993693757665445,0.7993693757665445,Schaefer2018_17Networks_LH_VisPeri_StriCal_2,VisPeri,3
107,DFA,-0.795549168470754,0.795549168470754,Schaefer2018_17Networks_LH_SalVentAttnB_PFCmp_1,SalVentAttnB,3
147,DFA,-0.7902704815184556,0.7902704815184556,Schaefer2018_17Networks_LH_ContC_Cingp_2,ContC,3
8,DFA,-0.7805430847257205,0.7805430847257205,Schaefer2018_17Networks_LH_VisCent_ExStr_9,VisCent,3
108,Spectral_Slope,-0.7789383981695597,0.7789383981695597,Schaefer2018_17Networks_LH_Limbic_OFC_1,Limbic,3
147,HFD,0.7745356011351887,0.7745356011351887,Schaefer2018_17Networks_LH_ContC_Cingp_2,ContC,3
351,DFA,-0.7723390357876583,0.7723390357876583,Schaefer2018_17Networks_RH_ContC_pCun_2,ContC,3
407,Spectral_Slope,-0.7715191343495308,0.7715191343495308,FreeSurfer_Left-Accumbens-area,Subcortical,3
381,DFA,-0.763784321059734,0.763784321059734,Schaefer2018_17Networks_RH_DefaultB_PFCv_1,DefaultB,3
290,DFA,0.7596441993612337,0.7596441993612337,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_3,SalVentAttnA,3
402,HFD,0.7558897016699788,0.7558897016699788,FreeSurfer_Left-Putamen,Subcortical,3
290,Spectral_Slope,0.751554700693234,0.751554700693234,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_3,SalVentAttnA,3
433,DFA,-0.7510714896513427,0.7510714896513427,Buckner2011_17Networks_17,Buckner,3
3,Spectral_Slope,-0.7494378916297464,0.7494378916297464,Schaefer2018_17Networks_LH_VisCent_ExStr_4,VisCent,3
324,DFA,-0.7489238689513544,0.7489238689513544,Schaefer2018_17Networks_RH_ContA_IPS_1,ContA,3
238,Spectral_Slope,-0.7465454072791969,0.7465454072791969,Schaefer2018_17Networks_RH_SomMotA_16,SomMotA,3
333,DFA,-0.7451410970562502,0.7451410970562502,Schaefer2018_17Networks_RH_ContA_PFCl_5,ContA,3
17,Spectral_Slope,-0.7425898641302651,0.7425898641302651,Schaefer2018_17Networks_LH_VisPeri_StriCal_1,VisPeri,3
290,HFD,-0.7414986924949065,0.7414986924949065,Schaefer2018_17Networks_RH_SalVentAttnA_Ins_3,SalVentAttnA,3
132,DFA,-0.7407673827049357,0.7407673827049357,Schaefer2018_17Networks_LH_ContA_Cingm_1,ContA,3
203,DFA,-0.739478685035902,0.739478685035902,Schaefer2018_17Networks_RH_VisCent_ExStr_4,VisCent,3
204,Spectral_Slope,-0.7381130201563324,0.7381130201563324,Schaefer2018_17Networks_RH_VisCent_ExStr_5,VisCent,3
108,HFD,0.7349798665026015,0.7349798665026015,Schaefer2018_17Networks_LH_Limbic_OFC_1,Limbic,3
238,HFD,0.7348800921454341,0.7348800921454341,Schaefer2018_17Networks_RH_SomMotA_16,SomMotA,3
372,DFA,-0.7348689955454144,0.7348689955454144,Schaefer2018_17Networks_RH_DefaultA_PFCm_6,DefaultA,3
321,HFD,0.7213787992447934,0.7213787992447934,Schaefer2018_17Networks_RH_Limbic_TempPole_4,Limbic,3
17,DFA,-0.7190248688130139,0.7190248688130139,Schaefer2018_17Networks_LH_VisPeri_StriCal_1,VisPeri,3
310,DFA,-0.7111850855555937,0.7111850855555937,Schaefer2018_17Networks_RH_SalVentAttnB_PFCmp_1,SalVentAttnB,3
203,HFD,0.7085381750755079,0.7085381750755079,Schaefer2018_17Networks_RH_VisCent_ExStr_4,VisCent,3
100,Spectral_Slope,-0.7065374188285413,0.7065374188285413,Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_1,SalVentAttnB,3
206,DFA,-0.7055294271169387,0.7055294271169387,Schaefer2018_17Networks_RH_VisCent_Striate_1,VisCent,3
