,Mean,Std
Fold,2.0,1.0
AUC,0.50493487993488,0.1872604289439503
Accuracy,0.7283726557773744,0.13812591702655996
BalancedAccuracy,0.45770487682252387,0.11312882291492035
Sensitivity,0.1111111111111111,0.09622504486493763
Specificity,0.8042986425339368,0.13782089969470288
TopK,30.0,0.0
NTrain,115.33333333333333,0.5773502691896257
NTest,57.666666666666664,0.5773502691896258
Train_CN,102.66666666666667,0.5773502691896257
Train_Dementia,12.666666666666666,0.5773502691896257
Test_CN,51.333333333333336,0.5773502691896258
Test_Dementia,6.333333333333333,0.5773502691896258
