Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.6955128205128205,0.6896551724137931,0.6057692307692308,0.5,0.7115384615384616,5,CN,Dementia,115,58,102,13,52,6
2,0.5322128851540616,0.7413793103448276,0.4831932773109243,0.14285714285714285,0.8235294117647058,5,CN,Dementia,115,58,103,12,51,7
3,0.6405228758169935,0.7368421052631579,0.6323529411764706,0.5,0.7647058823529411,5,CN,Dementia,116,57,103,13,51,6
