,Mean,Std
Fold,2.0,1.0
AUC,0.6227495271612918,0.0830881228809001
Accuracy,0.7226255293405929,0.028643147250236145
BalancedAccuracy,0.5737718164188753,0.07956146821767396
Sensitivity,0.38095238095238093,0.20619652471058064
Specificity,0.7665912518853695,0.05601927522602945
TopK,5.0,0.0
NTrain,115.33333333333333,0.5773502691896257
NTest,57.666666666666664,0.5773502691896258
Train_CN,102.66666666666667,0.5773502691896257
Train_Dementia,12.666666666666666,0.5773502691896257
Test_CN,51.333333333333336,0.5773502691896258
Test_Dementia,6.333333333333333,0.5773502691896258
