Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.5801282051282051,0.8103448275862069,0.5256410256410257,0.16666666666666666,0.8846153846153846,30,CN,Dementia,115,58,102,13,52,6
2,0.5630252100840336,0.6206896551724138,0.47619047619047616,0.2857142857142857,0.6666666666666666,30,CN,Dementia,115,58,103,12,51,7
3,0.5849673202614379,0.6842105263157895,0.6029411764705883,0.5,0.7058823529411765,30,CN,Dementia,116,57,103,13,51,6
