Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.5865384615384615,0.7068965517241379,0.5416666666666666,0.3333333333333333,0.75,10,CN,Dementia,115,58,102,13,52,6
2,0.2913165266106442,0.46551724137931033,0.2647058823529412,0.0,0.5294117647058824,10,CN,Dementia,115,58,103,12,51,7
3,0.7156862745098039,0.8245614035087719,0.7549019607843137,0.6666666666666666,0.8431372549019608,10,CN,Dementia,116,57,103,13,51,6
