Fold,AUC,Accuracy,BalancedAccuracy,Sensitivity,Specificity,TopK,GroupA,GroupB,NTrain,NTest,Train_CN,Train_Dementia,Test_CN,Test_Dementia
1,0.6410256410256411,0.7586206896551724,0.6442307692307692,0.5,0.7884615384615384,10,CN,Dementia,115,58,102,13,52,6
2,0.45098039215686275,0.5862068965517241,0.39495798319327735,0.14285714285714285,0.6470588235294118,10,CN,Dementia,115,58,103,12,51,7
3,0.49673202614379086,0.7543859649122807,0.642156862745098,0.5,0.7843137254901961,10,CN,Dementia,116,57,103,13,51,6
